BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,YEAR
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1033,,R4,"29 HURON STREET, 5G-W",5G-W,11222,1,,1,,,2020,2,R4,1125000,9/3/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1034,,R4,"29 HURON STREET, 5H-W",5H-W,11222,1,,1,,,2020,2,R4,740000,6/26/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1035,,R4,"29 HURON STREET, 6A-W",6A-W,11222,1,,1,,,2020,2,R4,1365000,3/13/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1036,,R4,"29 HURON STREET, 6B-W",6B-W,11222,1,,1,,,2020,2,R4,3325000,8/23/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1037,,R4,"29 HURON STREET, 6C-W",6C-W,11222,1,,1,,,2020,2,R4,2915000,3/18/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1038,,R4,"29 HURON STREET, 6D-W",6D-W,11222,1,,1,,,2020,2,R4,1070000,4/25/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1039,,R4,"29 HURON STREET, 6E-W",6E-W,11222,1,,1,,,2020,2,R4,1430000,2/27/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1040,,R4,"29 HURON STREET, 6F-W",6F-W,11222,1,,1,,,2020,2,R4,10683,9/25/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1040,,R4,"29 HURON STREET, 6F-W",6F-W,11222,1,,1,,,2020,2,R4,1885000,4/3/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1041,,R4,"29 HURON STREET, 6G-W",6G-W,11222,1,,1,,,2020,2,R4,1130000,11/5/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1042,,R4,"29 HURON STREET, 6H-W",6H-W,11222,1,,1,,,2020,2,R4,760000,5/31/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1043,,R4,"29 HURON STREET, 7A-W",7A-W,11222,1,,1,,,2020,2,R4,0,10/3/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1043,,R4,"29 HURON STREET, 7A-W",7A-W,11222,1,,1,,,2020,2,R4,760000,4/26/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1044,,R4,"29 HURON STREET, 7B-W",7B-W,11222,1,,1,,,2020,2,R4,2905763,4/4/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1045,,R4,"29 HURON STREET, 7C-W",7C-W,11222,1,,1,,,2020,2,R4,4210000,8/29/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1046,,R4,"29 HURON STREET, 7D-W",7D-W,11222,1,,1,,,2020,2,R4,61595,12/17/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1046,,R4,"29 HURON STREET, 7D-W",7D-W,11222,1,,1,,,2020,2,R4,1050000,4/17/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1047,,R4,"29 HURON STREET, 7F-W",7F-W,11222,1,,1,,,2020,2,R4,56504,8/29/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1047,,R4,"29 HURON STREET, 7F-W",7F-W,11222,1,,1,,,2020,2,R4,2295000,7/17/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1049,,R4,"29 HURON STREET, 7H-W",7H-W,11222,1,,1,,,2020,2,R4,850000,7/15/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1050,,R4,"29 HURON STREET, 8A-W",8A-W,11222,1,,1,,,2020,2,R4,810000,4/11/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1051,,R4,"29 HURON STREET, 8B-W",8B-W,11222,1,,1,,,2020,2,R4,2220075,4/26/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1052,,R4,"29 HURON STREET, 8C-W",8C-W,11222,1,,1,,,2020,2,R4,3252000,5/15/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1053,,R4,"29 HURON STREET, 8D-W",8D-W,11222,1,,1,,,2020,2,R4,1085000,5/10/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1054,,R4,"29 HURON STREET, 8F-W",8F-W,11222,1,,1,,,2020,2,R4,2335000,4/25/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1056,,R4,"29 HURON STREET, 8H-W",8H-W,11222,1,,1,,,2020,2,R4,92143,9/11/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1056,,R4,"29 HURON STREET, 8H-W",8H-W,11222,1,,1,,,2020,2,R4,800000,7/18/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1057,,R4,"29 HURON STREET, 9A-W",9A-W,11222,1,,1,,,2020,2,R4,885000,5/23/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1058,,R4,"29 HURON STREET, 9B-W",9B-W,11222,1,,1,,,2020,2,R4,2134125,6/7/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1059,,R4,"29 HURON STREET, 9C-W",9C-W,11222,1,,1,,,2020,2,R4,3075208,6/3/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1060,,R4,"29 HURON STREET, 9D-W",9D-W,11222,1,,1,,,2020,2,R4,1200000,5/29/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1061,,R4,"29 HURON STREET, 9F-W",9F-W,11222,1,,1,,,2020,2,R4,2380000,5/31/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1062,,R4,"29 HURON STREET, 9G-W",9G-W,11222,1,,1,,,2020,2,R4,1225000,7/10/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1063,,R4,"29 HURON STREET, 9H-W",9H-W,11222,1,,1,,,2020,2,R4,865274,11/21/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1064,,R4,"29 HURON STREET, 10A-W",10A-W,11222,1,,1,,,2020,2,R4,895000,9/5/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1065,,R4,"29 HURON STREET, 10B-W",10B-W,11222,1,,1,,,2020,2,R4,2345000,5/30/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1066,,R4,"29 HURON STREET, 10C-W",10C-W,11222,1,,1,,,2020,2,R4,3200000,5/23/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1067,,R4,"29 HURON STREET, 10D-W",10D-W,11222,1,,1,,,2020,2,R4,1130000,5/22/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1069,,R4,"29 HURON STREET, 10G-W",10G-W,11222,1,,1,,,2020,2,R4,1250000,7/11/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1070,,R4,"29 HURON STREET, 10H-W",10H-W,11222,1,,1,,,2020,2,R4,880000,10/28/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1071,,R4,"29 HURON STREET, 11A-W",11A-W,11222,1,,1,,,2020,2,R4,3790415,12/10/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1072,,R4,"29 HURON STREET, 11B-W",11B-W,11222,1,,1,,,2020,2,R4,3537587,9/4/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1075,,R4,"29 HURON STREET, 12A-W",12A-W,11222,1,,1,,,2020,2,R4,3419109,9/16/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1079,,R4,"29 HURON STREET, PHA-W",PHA-W,11222,1,,1,,,2020,2,R4,5700000,10/22/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1083,,R4,"29 HURON STREET, 2A-E",2A-E,11222,1,,1,,,2020,2,R4,2826369,8/22/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1084,,R4,"29 HURON STREET, 2B-E",2B-E,11222,1,,1,,,2020,2,R4,2258424,9/17/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1085,,R4,"29 HURON STREET, 2C-E",2C-E,11222,1,,1,,,2020,2,R4,861095,11/13/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1086,,R4,"29 HURON STREET, 2D-E",2D-E,11222,1,,1,,,2020,2,R4,1251511,5/16/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1087,,R4,"29 HURON STREET, 2E-E",2E-E,11222,1,,1,,,2020,2,R4,1280000,5/9/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1088,,R4,"29 HURON STREET, 2F-E",2F-E,11222,1,,1,,,2020,2,R4,1165000,4/29/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1089,,R4,"29 HURON STREET, 2G-E",2G-E,11222,1,,1,,,2020,2,R4,0,12/10/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1089,,R4,"29 HURON STREET, 2G-E",2G-E,11222,1,,1,,,2020,2,R4,1231734,4/24/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1090,,R4,"29 HURON STREET, 2H-E",2H-E,11222,1,,1,,,2020,2,R4,1200000,4/24/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1091,,R4,"29 HURON STREET, 2I-E",2I-E,11222,1,,1,,,2020,2,R4,1135000,4/25/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1092,,R4,"29 HURON STREET, 2J-E",2J-E,11222,1,,1,,,2020,2,R4,2450807,4/29/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1094,,R4,"29 HURON STREET, 3A-E",3A-E,11222,1,,1,,,2020,2,R4,725000,7/11/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1095,,R4,"29 HURON STREET, 3B-E",3B-E,11222,1,,1,,,2020,2,R4,1250000,5/29/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1097,,R4,"29 HURON STREET, 3D-E",3D-E,11222,1,,1,,,2020,2,R4,61595,9/11/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1097,,R4,"29 HURON STREET, 3D-E",3D-E,11222,1,,1,,,2020,2,R4,1050000,4/19/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1098,,R4,"29 HURON STREET, 3E-E",3E-E,11222,1,,1,,,2020,2,R4,1320000,5/31/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1100,,R4,"29 HURON STREET, 3G-E",3G-E,11222,1,,1,,,2020,2,R4,1050000,4/22/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1101,,R4,"29 HURON STREET, 3H-E",3H-E,11222,1,,1,,,2020,2,R4,1060000,8/26/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1102,,R4,"29 HURON STREET, 3I-E",3I-E,11222,1,,1,,,2020,2,R4,61595,9/4/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1102,,R4,"29 HURON STREET, 3I-E",3I-E,11222,1,,1,,,2020,2,R4,2675000,6/27/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1103,,R4,"29 HURON STREET, 3J-E",3J-E,11222,1,,1,,,2020,2,R4,1300000,6/25/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1104,,R4,"29 HURON STREET, 3K-E",3K-E,11222,1,,1,,,2020,2,R4,900000,4/26/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1106,,R4,"29 HURON STREET, 4B-E",4B-E,11222,1,,1,,,2020,2,R4,1275000,6/12/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1107,,R4,"29 HURON STREET, 4C-E",4C-E,11222,1,,1,,,2020,2,R4,1622396,3/18/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1108,,R4,"29 HURON STREET, 4D-E",4D-E,11222,1,,1,,,2020,2,R4,925000,4/5/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1109,,R4,"29 HURON STREET, 4E-E",4E-E,11222,1,,1,,,2020,2,R4,920000,3/19/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1110,,R4,"29 HURON STREET, 4F-E",4F-E,11222,1,,1,,,2020,2,R4,2501643,3/13/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1111,,R4,"29 HURON STREET, 4J-E",4J-E,11222,1,,1,,,2020,2,R4,1785000,9/25/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1112,,R4,"29 HURON STREET, 4K-E",4K-E,11222,1,,1,,,2020,2,R4,19847,10/15/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1112,,R4,"29 HURON STREET, 4K-E",4K-E,11222,1,,1,,,2020,2,R4,940000,7/16/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1113,,R4,"29 HURON STREET, 5A-E",5A-E,11222,1,,1,,,2020,2,R4,745000,3/7/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1114,,R4,"29 HURON STREET, 5B-E",5B-E,11222,1,,1,,,2020,2,R4,1350000,6/12/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1115,,R4,"29 HURON STREET, 5C-E",5C-E,11222,1,,1,,,2020,2,R4,1610000,3/5/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1116,,R4,"29 HURON STREET, 5D-E",5D-E,11222,1,,1,,,2020,2,R4,950000,4/16/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1117,,R4,"29 HURON STREET, 5E-E",5E-E,11222,1,,1,,,2020,2,R4,1225000,2/22/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1118,,R4,"29 HURON STREET, 5F-E",5F-E,11222,1,,1,,,2020,2,R4,1725000,3/7/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1119,,R4,"29 HURON STREET, 5J-E",5J-E,11222,1,,1,,,2020,2,R4,1500000,3/7/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1120,,R4,"29 HURON STREET, 5K-E",5K-E,11222,1,,1,,,2020,2,R4,920000,3/22/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1122,,R4,"29 HURON STREET, 6B-E",6B-E,11222,1,,1,,,2020,2,R4,1345000,6/18/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1123,,R4,"29 HURON STREET, 6C-E",6C-E,11222,1,,1,,,2020,2,R4,1613926,4/10/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1124,,R4,"29 HURON STREET, 6D-E",6D-E,11222,1,,1,,,2020,2,R4,970000,3/4/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1125,,R4,"29 HURON STREET, 6E-E",6E-E,11222,1,,1,,,2020,2,R4,1250000,3/25/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1126,,R4,"29 HURON STREET, 6F-E",6F-E,11222,1,,1,,,2020,2,R4,1835000,3/15/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1127,,R4,"29 HURON STREET, 6J-E",6J-E,11222,1,,1,,,2020,2,R4,0,11/20/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1127,,R4,"29 HURON STREET, 6J-E",6J-E,11222,1,,1,,,2020,2,R4,1550000,3/15/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1130,,R4,"29 HURON STREET, 7B-E",7B-E,11222,1,,1,,,2020,2,R4,1380000,6/13/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1131,,R4,"29 HURON STREET, 7C-E",7C-E,11222,1,,1,,,2020,2,R4,1885000,6/17/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1132,,R4,"29 HURON, 7D-E",7D-E,11222,1,,1,,,2020,2,R4,990000,10/25/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1133,,R4,"29 HURON STREET, 7E-E",7E-E,11222,1,,1,,,2020,2,R4,985000,3/29/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1135,,R4,"29 HURON STREET, 7J-E",7J-E,11222,1,,1,,,2020,2,R4,1580000,4/12/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1136,,R4,"29 HURON STREET, 7K-E",7K-E,11222,1,,1,,,2020,2,R4,960000,5/10/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1138,,R4,"29 HURON STREET, 8B-E",8B-E,11222,1,,1,,,2020,2,R4,1425000,6/7/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1139,,R4,"29 HURON STREET, 8C-E",8C-E,11222,1,,1,,,2020,2,R4,1731500,4/9/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1140,,R4,"29 HURON STREET, 8D-E",8D-E,11222,1,,1,,,2020,2,R4,1015000,9/20/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1141,,R4,"29 HURON STREET, 8E-E",8E-E,11222,1,,1,,,2020,2,R4,1010000,10/2/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1142,,R4,"29 HURON STREET, 8F-E",8F-E,11222,1,,1,,,2020,2,R4,2480000,5/23/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1143,,R4,"29 HURON STREET, 8J-E",8J-E,11222,1,,1,,,2020,2,R4,1720000,4/15/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1144,,R4,"29 HURON STREET, 8K-E",8K-E,11222,1,,1,,,2020,2,R4,980000,6/5/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1146,,R4,"29 HURON STREET, 9B-E",9B-E,11222,1,,1,,,2020,2,R4,1460000,12/2/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1147,,R4,"29 HURON STREET, 9C-E",9C-E,11222,1,,1,,,2020,2,R4,1785000,5/30/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1148,,R4,"29 HURON STREET, 9D-E",9D-E,11222,1,,1,,,2020,2,R4,1040000,5/30/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1149,,R4,"29 HURON STREET, 9E-E",9E-E,11222,1,,1,,,2020,2,R4,1035000,9/26/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1151,,R4,"29 HURON STREET, 9J-E",9J-E,11222,1,,1,,,2020,2,R4,1675000,5/16/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1152,,R4,"29 HURON STREET, 9K-E",9K-E,11222,1,,1,,,2020,2,R4,990000,10/22/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1154,,R4,"29 HURON STREET, 10B-E",10B-E,11222,1,,1,,,2020,2,R4,1485000,7/2/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1155,,R4,"29 HURON STREET, 10C-E",10C-E,11222,1,,1,,,2020,2,R4,1915000,5/20/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1156,,R4,"29 HURON STREET, 10D-E",10D-E,11222,1,,1,,,2020,2,R4,1065000,6/6/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1157,,R4,"29 HURON STREET, 10E-E",10E-E,11222,1,,1,,,2020,2,R4,1085000,11/18/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1158,,R4,"29 HURON STREET, 10F-E",10F-E,11222,1,,1,,,2020,2,R4,2470000,6/12/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1159,,R4,"29 HURON STREET, 10J-E",10J-E,11222,1,,1,,,2020,2,R4,1725000,5/22/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1161,,R4,"29 HURON STREET, 11A-E",11A-E,11222,1,,1,,,2020,2,R4,2490000,9/6/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1163,,R4,"29 HURON STREET, 11C-E",11C-E,11222,1,,1,,,2020,2,R4,3130000,10/16/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1167,,R4,"29 HURON STREET, 12C-E",12C-E,11222,1,,1,,,2020,2,R4,2741252,9/11/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2520,1171,,R4,"29 HURON STREET, PHG-E",PHG-E,11222,1,,1,,,2020,2,R4,3250000,10/11/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2523,1203,,R4,"169 HURON ST, 2B",2B,11222,1,,1,,,2020,2,R4,1615000,6/11/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2523,1206,,R4,"169 HURON STREET, 4A",4A,11222,1,,1,,,2020,2,R4,915000,12/20/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2530,1116,,R4,"21 INDIA STREET, 29B",29B,11222,1,,1,,,2017,2,R4,1220000,7/25/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2530,1127,,R4,"21 INDIA STREET, 30C",30C,11222,1,,1,,,2017,2,R4,1175000,5/17/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2530,1138,,R4,"21 INDIA STREET, 31D",31D,11222,1,,1,,,2017,2,R4,1460000,8/15/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2530,1142,,R4,"21 INDIA STREET, 31H",31H,11222,1,,1,,,2017,2,R4,1165000,8/23/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2530,1147,,R4,"21 INDIA ST, 32C",32C,11222,1,,1,,,2017,2,R4,0,12/20/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2530,1152,,R4,"21 INDIA STREET, 32H",32H,11222,1,,1,,,2017,2,R4,1200000,12/4/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2530,1169,,R4,"21 INDIA STREET, 35C",35C,11222,1,,1,,,2017,2,R4,1667500,12/2/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2530,1178,,R4,"21 INDIA STREET, 36F",36F,11222,1,,1,,,2017,2,R4,2300000,7/11/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2530,1198,,R4,"21 INDIA STREET, PHD",PHD,11222,1,,1,,,2017,2,R4,2150000,9/3/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2549,1020,,R4,"122 WEST STREET, 5B",5B,11222,1,,1,,,2008,2,R4,860000,3/13/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2549,1024,,R4,"114 WEST STREET, 5F",5F,11222,1,,1,,,2008,2,R4,0,11/19/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2549,1025,,R4,"114 WEST STREET, 6A",6A,11222,1,,1,,,2008,2,R4,0,3/18/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2562,1028,,R4,"50 GREENPOINT AVENUE, 5D",5D,11222,1,,1,,,2015,2,R4,1817000,5/29/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2562,1032,,R4,"50 GREENPOINT AVENUE, 5H",5H,11222,1,,1,,,2015,2,R4,2160000,9/11/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2573,1001,,R4,"171 CALYER STREET, R 2A",R 2A,11222,1,,1,,,2022,2,R4,2295000,4/19/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2573,1002,,R4,"171 CALYER STREET, R 2B",R 2B,11222,1,,1,,,2022,2,R4,1489191,8/20/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2573,1003,,R4,"171 CALYER STREET, R 2C",R 2C,11222,1,,1,,,2022,2,R4,2395000,3/4/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2573,1004,,R4,"171 CALYER STREET, R 2D",R 2D,11222,1,,1,,,2022,2,R4,1125000,3/18/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2573,1006,,R4,"171 CALYER STREET, R 3A",R 3A,11222,1,,1,,,2022,2,R4,2250000,5/29/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2573,1007,,R4,"171 CALYER STREET, R 3B",R 3B,11222,1,,1,,,2022,2,R4,1499000,2/29/2024,2024
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS,2,2573,1008,,R4,"171 CALYER STREET, R 3C",R 3C,11222,1,,1,,,2022,2,R4,2445000,2/29/2024,2024
