BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,YEAR
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6361,15,,A5,59 BAY 10TH STREET,,11228,1,0,1,1933,1660,1930,1.00,A5,1185000,8/8/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6372,39,,A9,8629 19TH AVENUE,,11214,1,0,1,2417,1944,1930,1,A9,0,12/5/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6376,13,,A9,69 BAY 25TH STREET,,11214,1,0,1,2868,2330,1915,1,A9,1360000,5/6/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6395,20,,A5,135 BAY 10TH STREET,,11228,1,0,1,2417,2000,1935,1,A5,0,1/12/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6398,39,,A1,1638 BENSON AVENUE,,11214,1,0,1,3625,1825,1925,1,A1,0,6/21/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6401,6,,S1,1735 BATH AVENUE,,11214,1,1,2,1112,1520,1920,1,S1,0,9/27/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6402,23,,A5,121 BAY 17 STREET,,11214,1,0,1,1619,912,1910,1,A5,0,11/27/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6412,8,,S1,2107 BATH AVENUE,,11214,1,1,2,835,1462,1930,1,S1,958000,5/10/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6426,34,,A5,185 BAY 8TH STREET,,11228,1,0,1,1933,1562,1920,1,A5,0,5/29/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6427,21,,A1,8805 15TH AVENUE,,11228,1,0,1,4559,1440,1920,1,A1,1545000,6/10/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6428,65,,A5,228 BAY 11TH STREET,,11228,1,0,1,1990,1328,1925,1,A5,850000,1/30/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6429,25,,A1,195 BAY 11TH STREET,,11228,1,0,1,3867,1372,1910,1,A1,0,6/17/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6444,8,,A5,217 BAY 26TH STREET,,11214,1,0,1,1740,1674,1955,1,A5,992000,1/4/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6459,76,,A5,8926 15TH AVENUE,,11228,1,0,1,2900,2286,1910,1,A5,1325000,10/15/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6460,9,,A5,8927 15 AVENUE,,11228,1,0,1,1740,1674,1960,1,A5,999000,12/4/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6460,59,,A1,284 BAY 10TH STREET,,11228,1,0,1,3867,2007,1925,1,A1,1960000,12/13/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6460,64,,A5,294 BAY 10TH STREET,,11228,1,0,1,1933,1152,1920,1,A5,1205000,10/30/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,79,,A5,311 BAY 14TH STREET,,11214,1,0,1,1511,992,1950,1,A5,0,10/18/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,101,,A5,259 BAY 14TH STREET,,11214,1,0,1,1795,1152,1930,1,A5,0,1/9/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,110,,A5,260 BAY 14TH STREET,,11214,1,0,1,1795,1204,1930,1,A5,0,11/4/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,254,,A5,294 BAY 13TH STREET,,11214,1,0,1,1649,928,1945,1,A5,0,7/8/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,266,,A5,243 BAY 13TH STREET,,11214,1,0,1,2060,1240,1940,1,A5,1030000,5/15/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,301,,A5,317 BAY 13TH STREET,,11214,1,0,1,1619,928,1940,1,A5,0,4/25/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6461,305,,A5,325 BAY 13TH STREET,,11214,1,0,1,1619,928,1940,1,A5,0,8/8/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6463,108,,A5,8893 18TH AVENUE,,11214,1,0,1,1456,992,1950,1,A5,0,9/18/2024,2024
3,BATH BEACH,01 ONE FAMILY DWELLINGS,1,6466,75,,A5,224 BAY 23RD STREET,,11214,1,0,1,1983,1420,1945,1,A5,980000,5/28/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6357,46,,B1,24 BAY 7TH STREET,,11228,2,0,2,2320,2160,1930,1,B1,1655000,6/11/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6357,47,,B1,26 BAY 7TH STREET,,11228,2,0,2,2320,2160,1930,1,B1,0,6/21/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6358,19,,B1,31 BAY 7TH STREET,,11228,2,0,2,2320,2160,1930,1,B1,0,8/16/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6358,22,,B1,23 BAY 7TH STREET,,11228,2,0,2,2320,2160,1930,1,B1,1560000,6/20/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,5,,B1,75 BAY 8TH STREET,,11228,2,0,2,2320,2160,1930,1,B1,0,2/8/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6359,41,,S2,1484 86 STREET,,11228,2,1,3,1600,3040,1931,1,S2,1603200,5/15/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6360,20,,B3,8651 15TH AVENUE,,11228,2,0,2,1547,1428,1930,1,B3,150000,6/4/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6360,25,,B1,8637 15TH AVENUE,,11228,2,0,2,2312,2160,1930,1,B1,0,11/5/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6361,28,,B3,29 BAY 10TH STREET,,11228,2,0,2,2103,1622,1930,1,B3,925000,3/29/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6363,18,,B3,8655 16TH AVENUE,,11214,2,0,2,2167,1568,1930,1,B3,0,12/16/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6363,21,,B3,8647 16TH AVENUE,,11214,2,0,2,2058,1492,1930,1,B3,888000,5/16/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6365,7,,B1,1661 BENSON AVENUE,,11214,2,0,2,1800,2048,1910,1,B1,0,7/16/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6365,10,,S2,1653 BENSON AVENUE,,11214,2,1,3,1800,3920,1910,1,S2,980000,2/26/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6366,3,,B1,1717 BENSON AVENUE,,11214,2,0,2,2558,2320,1925,1,B1,0,11/8/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6369,74,,B1,58 BAY 19TH ST,,11214,2,0,2,1670,2032,1930,1,B1,0,5/7/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6369,93,,B3,106 BAY 19TH STREET,,11214,2,0,2,1265,1260,1935,1,B3,0,10/25/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6372,78,,B3,66 BAY 22ND STREET,,11214,2,0,2,4833,2536,1930,1,B3,0,1/19/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6372,78,,B3,66 BAY 22ND STREET,,11214,2,0,2,4833,2536,1930,1,B3,1350000,3/8/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6372,78,,B3,66 BAY 22ND STREET,,11214,2,0,2,4833,2536,1930,1,B3,1700000,12/17/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6373,72,,B3,48 BAY 23RD,,11214,2,0,2,2417,1672,1930,1,B3,0,5/31/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6373,72,,B3,48 BAY 23RD STREET,,11214,2,0,2,2417,1672,1930,1,B3,0,11/8/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6374,84,,B2,8674 20TH AVENUE,,11214,2,0,2,3223,2660,1930,1,B2,1880000,8/6/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6377,61,,B1,8646 21ST AVENUE,,11214,2,0,2,1933,2090,1960,1,B1,0,6/24/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6378,14,,B9,8669 21ST AVENUE,,11214,2,0,2,1933,2100,1960,1,B9,0,11/27/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6378,55,,B1,28 BAY 28TH STREET,,11214,2,0,2,1933,2888,1940,1,B1,1280000,8/21/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6379,6,,B1,83 BAY 28TH ST,,11214,2,0,2,2288,2560,1910,1,B1,0,3/4/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6391,11,,B1,8759 14 AVENUE,,11228,2,0,2,1701,2025,1950,1,B1,1255000,12/17/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6391,73,,B1,154 BAY 7TH STREET,,11228,2,0,2,1933,2003,1955,1,B1,1280000,12/11/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,32,,B1,109 BAY 8TH STREET,,11228,2,0,2,2296,2160,1940,1,B1,1400000,6/27/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6393,69,,B3,8746 15TH AVENUE,,11228,2,0,2,1933,1480,1920,1,B3,0,11/4/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6394,28,,B1,8715 15TH AVENUE,,11228,2,0,2,2336,2160,1940,1,B1,1400000,11/20/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6394,50,,B2,106 BAY 10TH STREET,,11228,2,0,2,2707,1736,1920,1,B2,1342000,5/23/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6397,33,,B3,8707 16TH AVENUE,,11214,2,0,2,2708,2120,1925,1,B3,1450000,3/5/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6397,36,,B1,8697 16TH AVENUE,,11214,2,0,2,2492,2240,1925,1,B1,1650000,5/20/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6398,52,,B1,118 BAY 14TH STREET,,11214,2,0,2,2167,2288,1925,1,B1,1310000,7/23/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6399,63,,B2,8728 17TH AVENUE,,11214,2,0,2,2004,1828,1930,1,B2,0,7/12/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6408,32,,B2,8720 20TH AVENUE,,11214,2,0,2,3852,2819,1899,1,B2,0,3/8/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6409,10,,B1,8735 20 AVE,,11214,2,0,2,1933,2125,1950,1,B1,1200000,9/13/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,9,,B9,1403 CROPSEY AVENUE,,11228,2,0,2,1885,1765,1935,1,B9,990000,5/30/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,14,,B9,8831 14 AVENUE,,11228,2,0,2,2078,1802,1935,1,B9,1080000,12/6/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,24,,B9,8809 14TH AVENUE,,11228,2,0,2,2070,1802,1935,1,B9,0,11/11/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6424,66,,B3,220 BAY 7TH ST,,11228,2,0,2,2127,1722,1935,1,B3,350000,5/29/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6425,34,,B1,185 BAY 7TH STREET,,11228,2,0,2,1917,2018,1955,1,B1,0,4/23/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6425,69,,B1,230 BAY 8TH STREET,,11228,2,0,2,1933,2807,1955,1,B1,0,5/28/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6426,19,,B2,219 BAY 8TH STREET,,11228,2,0,2,1933,2048,1930,1,B2,0,8/22/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6426,32,,B3,187 BAY 8TH STREET,,11228,2,0,2,3867,1456,1920,1,B3,0,11/19/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6429,16,,B1,221 BAY 11TH STREET,,11228,2,0,2,2433,2280,1935,1,B1,1395000,3/18/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6429,41,,S2,1564 BATH AVENUE,,11228,2,1,3,1600,4400,1920,1,S2,0,11/21/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6429,65,,B1,8824 16 AVENUE,,11214,2,0,2,2053,2872,1960,1,B1,1580000,1/9/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6431,16,,B2,219 BAY 13TH STREET,,11214,2,0,2,1530,2040,1920,1,B2,0,8/20/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6431,69,,B3,226 BAY 14TH STREET,,11214,2,0,2,2096,1475,1920,1,B3,900000,1/31/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6432,15,,B9,219 BAY 14TH STREET,,11214,2,0,2,2268,1668,1950,1,B9,0,4/10/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6432,21,,B9,203 BAY14TH STREET,,11214,2,0,2,2329,1668,1950,1,B9,0,11/21/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6432,27,,B3,189 BAY 14TH STREET,,11214,2,0,2,2167,1512,1910,1,B3,0,12/2/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6432,28,,B3,187 BAY 14TH STREET,,11214,2,0,2,2167,2480,1910,1,B3,0,12/2/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6433,47,,B1,8794 BAY 16TH STREET,,11214,2,0,2,2707,2000,1965,1,B1,0,7/22/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6433,47,,B1,8794 BAY 16TH STREET,,11214,2,0,2,2707,2000,1965,1,B1,0,7/23/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6434,2,,B3,1749 CROPSEY AVE,,11214,2,0,2,1524,1740,1930,1,B3,995000,5/20/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6434,15,,B3,8815 BAY 16TH STREET,,11214,2,0,2,1643,1464,1930,1,B3,0,11/21/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6436,39,,B3,186 BAY 19TH STREET,,11214,2,0,2,1263,2286,1920,1,B3,0,6/28/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6440,33,,S2,1936 BATH AVENUE,,11214,2,1,3,2015,2740,1910,1,S2,1485000,7/12/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6443,21,,S2,181 BAY 25TH STREET,,11214,2,1,3,5800,2520,1925,1,S2,1400000,1/24/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6443,34,,S2,2040 BATH AVENUE,,11214,2,1,3,1727,4000,1925,1,S2,0,3/11/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6444,42,,B9,8780 21ST AVENUE,,11214,2,0,2,1933,2400,1975,1,B9,1660000,10/15/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6459,1,,B9,8934 15TH AVENUE,,11228,2,0,2,1933,2300,1940,1,B9,1038888,3/8/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,2,,B3,8941 15TH AVENUE,,11228,2,0,2,1740,2052,1960,1,B3,0,3/11/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,100,,B3,289 BAY 10TH STREET,,11228,2,0,2,1740,1629,1955,1,B3,0,3/14/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,115,,B2,245 BAY 10TH STREET,,11228,2,0,2,4816,3291,1925,1,B2,0,5/7/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,172,,B1,309 BAY 11TH STREET,,11228,2,0,2,2399,1928,1950,1,B1,1249000,1/18/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,209,,B9,8860 16TH AVENUE,,11214,2,0,2,1536,992,1950,1,B9,650000,10/31/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,228,,B3,8898 16TH AVENUE,,11214,2,0,2,1980,1188,1950,1,B3,0,8/14/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,7,,B1,242 BAY 13TH STREET,,11214,2,0,2,2165,1860,1950,1,B1,0,9/12/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,52,,B9,8874 17TH AVENUE,,11214,2,0,2,2600,1914,1955,1,B9,700000,9/27/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,113,,B1,266 BAY 14TH STREET,,11214,2,0,2,1795,1152,1930,1,B1,650000,6/27/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,189,,B9,8871 16TH AVENUE,,11214,2,0,2,2135,1188,1940,1,B9,999000,6/10/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6462,34,,B9,8866 BAY 16TH STREET,,11214,2,0,2,1937,2280,1960,1,B9,1220000,3/7/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6462,38,,B9,8876 BAY 16TH STREET,,11214,2,0,2,1923,2280,1960,1,B9,1290000,10/30/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,53,,B1,8840 18TH AVENUE,,11214,2,0,2,1828,1320,1950,1,B1,0,10/22/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,98,,B1,1307 SHORE PARKWAY,,11214,2,0,2,1979,1440,1950,1,B1,1350000,3/29/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,55,,B3,290 BAY 20TH STREET,,11214,2,0,2,2200,1645,1940,1,B3,0,1/26/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,65,,B1,314 BAY 20TH ST,,11214,2,0,2,1800,1863,1940,1,B1,0,1/10/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,117,,B1,279 BAY 20TH STREET,,11214,2,0,2,1938,1650,1940,1,B1,0,4/2/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,13,,B3,258 BAY 22ND STREET,,11214,2,0,2,2127,1736,1940,1,B3,955000,9/17/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,82,,B1,8869 19TH AVENUE,,11214,2,0,2,1547,1584,1940,1,B1,973000,5/24/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,99,,B3,8831 19TH AVENUE,,11214,2,0,2,2127,1631,1940,1,B3,425000,4/24/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,101,,B3,8825 19TH AVENUE,,11214,2,0,2,2634,2174,1940,1,B3,0,10/14/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6466,65,,B9,249 BAY 22 STREET,,11214,2,0,2,2182,1673,1945,1,B9,1110000,5/20/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,51,,B9,1383 SHORE PARKWAY,,11214,2,0,2,2090,1993,1945,1,B9,700000,7/31/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,52,,B9,1381 SHORE PARKWAY,,11214,2,0,2,2090,1993,1945,1,B9,0,12/6/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,71,,B1,1924 19 LANE,,11214,2,0,2,1520,1584,1945,1,B1,0,5/10/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,73,,B1,1928 19TH LANE,,11214,2,0,2,1710,1584,1945,1,B1,0,6/18/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6480,52,,B3,8944 15TH AVENUE,,11228,2,0,2,1740,2052,1950,1,B3,1180000,12/5/2024,2024
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6485,82,,B1,1117 SHORE PARKWAY,,11228,2,0,2,2063,2024,1899,1,B1,0,7/31/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6360,24,,C0,8639 15TH AVENUE,,11228,3,0,3,2344,2320,1930,1,C0,0,11/5/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6362,56,,C0,8630 16TH AVENUE,,11214,3,0,3,2272,3420,1935,1,C0,1550000,7/1/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6366,63,,C0,8642 BAY 16TH STREET,,11214,3,0,3,2904,3630,1997,1,C0,0,10/24/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6371,87,,C0,8682 19TH AVENUE,,11214,3,0,3,3222,3362,1930,1,C0,1700000,7/16/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6372,10,,C0,8699 19TH AVENUE,,11214,3,0,3,1540,3162,1920,1,C0,0,9/9/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6372,70,,C0,44 BAY 22ND STREET,,11214,3,0,3,2707,2980,1965,1,C0,1800000,1/22/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6376,18,,C0,57 BAY 25TH STREET,,11214,3,0,3,2900,2272,1988,1,C0,0,5/15/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6377,74,,C0,8674 21 AVENUE,,11214,3,0,3,3383,3361,1901,1,C0,0,1/3/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6378,67,,C0,60 BAY 28TH STREET,,11214,3,0,3,2900,3394,1960,1,C0,0,8/29/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6392,33,,C0,101 BAY 7 STREET,,11228,3,0,3,2280,2970,1930,1,C0,0,2/6/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6393,53,,C0,8714 15TH AVENUE,,11228,3,0,3,2296,2160,1940,1,C0,0,8/13/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6395,24,,C0,125 BAY 10TH STREET,,11228,3,0,3,1936,2609,2023,1,C0,1955040,8/15/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6395,25,,C0,N/A BAY 10TH STREET,,11228,3,0,3,1936,2609,2023,1,C0,1629200,7/30/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6397,1,,C0,168 BAY 13TH STREET,,11214,3,0,3,4833,4125,1995,1,C0,2253899,3/26/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6397,19,,C0,8739 16TH AVENUE,,11214,3,0,3,2817,2880,1925,1,C0,0,5/28/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6397,61,,C0,124 BAY 13TH STREET,,11214,3,0,3,2654,2600,1910,1,C0,0,6/3/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6400,28,,C0,8717 17TH AVENUE,,11214,3,0,3,3867,2507,1910,1,C0,0,7/18/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6401,52,,C0,8701 BAY 16TH STREET,,11214,3,0,3,3818,2772,1925,1,C0,0,7/19/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6401,54,,C0,8695 BAY 16TH STREET,,11214,3,0,3,3818,2982,1925,1,C0,0,11/8/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6402,17,,C0,135 BAY 17TH STREET,,11214,3,0,3,2888,4848,1999,1,C0,0,9/23/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6408,6,,C0,145 BAY 23RD STREET,,11214,3,0,3,3227,3600,2004,1,C0,0,7/5/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6408,17,,C0,117 BAY 23RD STREET,,11214,3,0,3,2280,3422,2018,1,C0,0,11/10/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6409,7,,C0,8739 20TH AVENUE,,11214,3,0,3,2900,2127,1905,1,C0,0,4/19/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6409,56,,C0,144 BAY 25TH STREET,,11214,3,0,3,2900,7169,2023,1,C0,2907104,9/16/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6410,25,,C0,113 BAY 25TH STREET,,11214,3,0,3,2900,2408,1920,1,C0,0,1/11/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6411,18,,C0,129 BAY 26 STREET,,11214,3,0,3,3528,3288,1930,1,C0,1398000,1/4/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6411,24,,C0,117 BAY 26TH STREET,,11214,3,0,3,5800,4662,1925,1,C0,1870000,1/30/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6411,41,,B1,8690 21ST AVENUE,,11214,2,0,2,1933,2793,1940,1,C0,0,10/29/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6412,70,,C0,160 BAY 28TH STREET,,11214,3,0,3,4012,2899,1925,1,C0,200000,3/23/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6414,20,,C0,127 BAY 29TH STREET,,11214,3,0,3,2900,3840,2008,1,C0,0,12/13/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6428,40,,C0,1536 BATH AVENUE,,11228,3,0,3,4292,3720,1920,1,C0,0,9/17/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6430,25,,C0,8797 16 AVE,,11214,3,0,3,3241,3600,2003,1,C0,0,8/14/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6431,165,,C0,214 BAY 14TH STREET,,11214,3,0,3,2552,2898,1960,1,C0,0,11/4/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6433,54,,C0,8814 BAY 16TH STREET,,11214,3,0,3,3867,2540,1920,1,C0,1580000,1/23/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6433,56,,C0,8820 BAY 16 STREET,,11214,3,0,3,3867,2789,1920,1,C0,1630000,1/11/2024,2024
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6435,17,,C0,193 BAY 17 STREET,,11214,3,0,3,2951,4216,1997,1,C0,1980000,12/5/2024,2024
